iteration,test_split,batch,epoch,layer,stateful,dropout,activation,initializer,rmse,accuracy,f_score,time_train,lag
129,0.2,64,50,3,False,0.2,tanh,glorot_normal,,0.5232132208876396,0.5246262534558263,305.410884141922,13
130,0.2,64,50,3,False,0.2,tanh,uniform,,0.528026237328563,0.5403175188054611,245.65877056121826,13
131,0.2,64,50,3,False,0.2,tanh,normal,,0.5329244399011841,0.5477610043875736,243.26207828521729,13
132,0.2,64,50,3,False,0.4,tanh,glorot_normal,,0.5303262628844025,0.5411293042991352,289.0098087787628,13
133,0.2,64,50,3,False,0.4,tanh,uniform,,0.5380356078030497,0.5516855312519464,245.05346536636353,13
134,0.2,64,50,3,False,0.4,tanh,normal,,0.5442541954169863,0.558919298808676,241.64369535446167,13
135,0.2,64,50,1,False,0,sigmoid,glorot_normal,,0.5188687281710538,0.5303350794207052,130.3665177822113,13
136,0.2,64,50,1,False,0,sigmoid,uniform,,0.5230854416900927,0.534346001197034,98.18791174888611,13
137,0.2,64,50,1,False,0,sigmoid,normal,,0.5178464945906807,0.5320413501871875,98.52790474891663,13
138,0.2,64,50,1,False,0.2,sigmoid,glorot_normal,,0.5234687792827328,0.5404829134140078,136.98048090934753,13
139,0.2,64,50,1,False,0.2,sigmoid,uniform,,0.5218502427804753,0.5363246692395013,101.79436993598938,13
140,0.2,64,50,1,False,0.2,sigmoid,normal,,0.5225317318340573,0.5387414782902644,102.91135287284851,13
141,0.2,64,50,1,False,0.4,sigmoid,glorot_normal,,0.5259391771019678,0.5447065605338733,126.85708522796631,13
142,0.2,64,50,1,False,0.4,sigmoid,uniform,,0.5215520913195333,0.534367734554549,103.0213451385498,13
143,0.2,64,50,1,False,0.4,sigmoid,normal,,0.5224039526365108,0.5353979267797624,103.8333330154419,13
144,0.2,64,50,2,False,0,sigmoid,glorot_normal,,0.5235965584802794,0.5311572587774268,204.93892240524292,13
145,0.2,64,50,2,False,0,sigmoid,uniform,,0.5225743248999064,0.5303048920936843,161.1909143924713,13
146,0.2,64,50,2,False,0,sigmoid,normal,,0.5224891387682086,0.5317276488813798,161.5630283355713,13
147,0.2,64,50,2,False,0.2,sigmoid,glorot_normal,,0.5227021040974529,0.5246025259894599,226.23280930519104,13
148,0.2,64,50,2,False,0.2,sigmoid,uniform,,0.5258113979044211,0.5325853730567054,170.47746992111206,13
149,0.2,64,50,2,False,0.2,sigmoid,normal,,0.5242780475338614,0.5265230974563775,171.77163529396057,13
150,0.2,64,50,2,False,0.4,sigmoid,glorot_normal,,0.5323281369792997,0.54118704074869,212.179541349411,13
151,0.2,64,50,2,False,0.4,sigmoid,uniform,,0.5264077008263055,0.5364474250549015,173.08238339424133,13
152,0.2,64,50,2,False,0.4,sigmoid,normal,,0.5336911150864638,0.5457380166293881,170.8560562133789,13
153,0.2,64,50,3,False,0,sigmoid,glorot_normal,,0.5224891387682086,0.5252129269815745,286.03154039382935,13
154,0.2,64,50,3,False,0,sigmoid,uniform,,0.5227446971633019,0.5241881711260656,234.2574417591095,13
155,0.2,64,50,3,False,0,sigmoid,normal,,0.5325411023085441,0.5428397704558682,231.98108291625977,13
156,0.2,64,50,3,False,0.2,sigmoid,glorot_normal,,0.5426782519805776,0.5559823796423514,309.3352906703949,13
157,0.2,64,50,3,False,0.2,sigmoid,uniform,,0.5303688559502514,0.5406744644571618,248.04188632965088,13
158,0.2,64,50,3,False,0.2,sigmoid,normal,,0.5384189453956896,0.5510713930102232,245.12513899803162,13
159,0.2,64,50,3,False,0.4,sigmoid,glorot_normal,,0.538333759263992,0.5532002699559331,291.36393880844116,13
160,0.2,64,50,3,False,0.4,sigmoid,uniform,,0.5346707556009881,0.552454104032009,244.85828304290771,13
161,0.2,64,50,3,False,0.4,sigmoid,normal,,0.5371837464860721,0.5493136694681806,244.38148283958435,13
162,0.2,128,50,1,False,0,selu,glorot_normal,,0.4608143794190306,0.0,119.60532283782959,13
163,0.2,128,50,1,False,0,selu,uniform,,0.4608143794190306,0.0,77.16197872161865,13
164,0.2,128,50,1,False,0,selu,normal,,0.4608143794190306,0.0,75.79416751861572,13
165,0.2,128,50,1,False,0.2,selu,glorot_normal,,0.45898287758752876,0.015586665373381972,122.07407450675964,13
166,0.2,128,50,1,False,0.2,selu,uniform,,0.45928102904847096,0.011899611749127747,80.61617374420166,13
167,0.2,128,50,1,False,0.2,selu,normal,,0.4601328903654485,0.006282380671806839,80.85967350006104,13
168,0.2,128,50,1,False,0.4,selu,glorot_normal,,0.45898287758752876,0.009807994455169434,109.93080401420593,13
169,0.2,128,50,1,False,0.4,selu,uniform,,0.46043104182639066,0.017518675292181516,79.59422826766968,13
170,0.2,128,50,1,False,0.4,selu,normal,,0.45987733197035524,0.01752856721558934,80.18076658248901,13
171,0.2,128,50,2,False,0,selu,glorot_normal,,0.4608143794190306,0.0,190.55718278884888,13
172,0.2,128,50,2,False,0,selu,uniform,,0.4608143794190306,0.0,132.4619002342224,13
173,0.2,128,50,2,False,0,selu,normal,,0.4608143794190306,0.0,130.67912101745605,13
174,0.2,128,50,2,False,0.2,selu,glorot_normal,,0.4606014140897862,0.01514252480440433,201.95259737968445,13
175,0.2,128,50,2,False,0.2,selu,uniform,,0.4608143794190306,0.0,137.38140296936035,13
176,0.2,128,50,2,False,0.2,selu,normal,,0.46064400715563514,0.01202350404543065,136.59348678588867,13
177,0.2,128,50,2,False,0.4,selu,glorot_normal,,0.45915324985092426,0.009043686454868317,186.1222653388977,13
178,0.2,128,50,2,False,0.4,selu,uniform,,0.4608143794190306,0.0,137.2134029865265,13
179,0.2,128,50,2,False,0.4,selu,normal,,0.4608143794190306,0.0,137.39054918289185,13
180,0.2,128,50,3,False,0,selu,glorot_normal,,0.4608143794190306,0.0,253.3059811592102,13
181,0.2,128,50,3,False,0,selu,uniform,,0.4608143794190306,0.0,190.34038543701172,13
182,0.2,128,50,3,False,0,selu,normal,,0.4608143794190306,0.0,190.12955355644226,13
183,0.2,128,50,3,False,0.2,selu,glorot_normal,,0.4608143794190306,0.0,272.4520263671875,13
184,0.2,128,50,3,False,0.2,selu,uniform,,0.4608143794190306,0.0,197.72633337974548,13
185,0.2,128,50,3,False,0.2,selu,normal,,0.4608143794190306,0.0,198.41132855415344,13
186,0.2,128,50,3,False,0.4,selu,glorot_normal,,0.4594088082460176,0.01000379622365134,254.7168505191803,13
187,0.2,128,50,3,False,0.4,selu,uniform,,0.4608143794190306,0.0,198.72750401496887,13
188,0.2,128,50,3,False,0.4,selu,normal,,0.46034585569469294,0.011684943435342987,196.33234477043152,13
189,0.2,128,50,1,False,0,tanh,glorot_normal,,0.5238947099412216,0.5379250252522877,125.11181473731995,13
190,0.2,128,50,1,False,0,tanh,uniform,,0.5256410256410257,0.5416134965855097,76.90397191047668,13
191,0.2,128,50,1,False,0,tanh,normal,,0.5226169179657552,0.5382272601508634,76.85562705993652,13
192,0.2,128,50,1,False,0.2,tanh,glorot_normal,,0.522361359570662,0.537493055966421,129.9017412662506,13
193,0.2,128,50,1,False,0.2,tanh,uniform,,0.5186131697759605,0.5294866309364373,78.42565727233887,13
194,0.2,128,50,1,False,0.2,tanh,normal,,0.5226169179657553,0.5408564225875907,78.08721828460693,13
195,0.2,128,50,1,False,0.4,tanh,glorot_normal,,0.5266632592213988,0.546431762399076,114.82463908195496,13
196,0.2,128,50,1,False,0.4,tanh,uniform,,0.5280262373285629,0.535740328560422,79.21505689620972,13
197,0.2,128,50,1,False,0.4,tanh,normal,,0.5270465968140386,0.5452723429529772,79.33008599281311,13
198,0.2,128,50,2,False,0,tanh,glorot_normal,,0.5264502938921544,0.5290200698968456,196.22125053405762,13
199,0.2,128,50,2,False,0,tanh,uniform,,0.5229576624925463,0.5323669143150699,131.85320401191711,13
200,0.2,128,50,2,False,0,tanh,normal,,0.5232558139534885,0.5376604666736912,132.4550359249115,13
201,0.2,128,50,2,False,0.2,tanh,glorot_normal,,0.5248743504557459,0.5326889233678715,210.6747477054596,13
202,0.2,128,50,2,False,0.2,tanh,uniform,,0.522702104097453,0.5372484408909888,134.03290390968323,13
203,0.2,128,50,2,False,0.2,tanh,normal,,0.5235539654144306,0.5343308891855542,135.8391718864441,13
204,0.2,128,50,2,False,0.4,tanh,glorot_normal,,0.523383593151035,0.5291617555914233,193.66897535324097,13
205,0.2,128,50,2,False,0.4,tanh,uniform,,0.5217650566487777,0.5303570567915227,136.25825095176697,13
206,0.2,128,50,2,False,0.4,tanh,normal,,0.5313484964647756,0.5430430928915535,134.14362978935242,13
207,0.2,128,50,3,False,0,tanh,glorot_normal,,0.5196354033563336,0.5331527161547047,258.19367146492004,13
208,0.2,128,50,3,False,0,tanh,uniform,,0.5155038759689923,0.5282991497256161,187.14664101600647,13
209,0.2,128,50,3,False,0,tanh,normal,,0.5239373030070705,0.530530432926869,186.89322519302368,13
210,0.2,128,50,3,False,0.2,tanh,glorot_normal,,0.5181446460516227,0.5239840957738242,280.3682219982147,13
211,0.2,128,50,3,False,0.2,tanh,uniform,,0.5256836187068746,0.5388573156783166,195.3356704711914,13
212,0.2,128,50,3,False,0.2,tanh,normal,,0.5247039781923503,0.5290011973093718,194.75928616523743,13
213,0.2,128,50,3,False,0.4,tanh,glorot_normal,,0.5195076241587869,0.5207184960131995,259.0667209625244,13
214,0.2,128,50,3,False,0.4,tanh,uniform,,0.5275151205383763,0.5396559789431158,195.20257377624512,13
215,0.2,128,50,3,False,0.4,tanh,normal,,0.5451912428656616,0.5705498813456162,196.3696060180664,13
216,0.2,128,50,1,False,0,sigmoid,glorot_normal,,0.5258113979044212,0.54032750131695,126.01221251487732,13
217,0.2,128,50,1,False,0,sigmoid,uniform,,0.5221909873072664,0.5362646831563369,76.78391814231873,13
218,0.2,128,50,1,False,0,sigmoid,normal,,0.5219354289121731,0.5377887574395682,77.32098078727722,13
219,0.2,128,50,1,False,0.2,sigmoid,glorot_normal,,0.5220206150438708,0.5352674314134429,133.3832700252533,13
220,0.2,128,50,1,False,0.2,sigmoid,uniform,,0.5255984325751768,0.5384825981004939,80.50438952445984,13
221,0.2,128,50,1,False,0.2,sigmoid,normal,,0.5273447482749808,0.5372350044778802,80.43781161308289,13
222,0.2,128,50,1,False,0.4,sigmoid,glorot_normal,,0.5215094982536843,0.5335685202128488,117.1140456199646,13
223,0.2,128,50,1,False,0.4,sigmoid,uniform,,0.5219354289121731,0.5372897966987198,80.69290661811829,13
224,0.2,128,50,1,False,0.4,sigmoid,normal,,0.5238095238095238,0.5393170455404241,80.27076387405396,13
225,0.2,128,50,2,False,0,sigmoid,glorot_normal,,0.5197631825538801,0.5278206644226844,200.08740711212158,13
226,0.2,128,50,2,False,0,sigmoid,uniform,,0.5222335803731154,0.5315014379059791,131.70509243011475,13
227,0.2,128,50,2,False,0,sigmoid,normal,,0.5215520913195333,0.5361394626861281,130.91937923431396,13
228,0.2,128,50,2,False,0.2,sigmoid,glorot_normal,,0.5342874180083484,0.5484698256343268,217.63549900054932,13
229,0.2,128,50,2,False,0.2,sigmoid,uniform,,0.5286651333162962,0.5341381710097562,138.37191009521484,13
230,0.2,128,50,2,False,0.2,sigmoid,normal,,0.5336059289547661,0.5510455252505969,138.33745288848877,13
231,0.2,128,50,2,False,0.4,sigmoid,glorot_normal,,0.537567084078712,0.5554519584893537,198.5680856704712,13
232,0.2,128,50,2,False,0.4,sigmoid,uniform,,0.5244910128631058,0.5323808531219207,138.63211369514465,13
233,0.2,128,50,2,False,0.4,sigmoid,normal,,0.5384615384615384,0.5539747219984809,138.72505402565002,13
234,0.2,128,50,3,False,0,sigmoid,glorot_normal,,0.5336059289547662,0.5444144892121199,261.2064645290375,13
235,0.2,128,50,3,False,0,sigmoid,uniform,,0.5250447227191414,0.5319205268350514,186.7753837108612,13
236,0.2,128,50,3,False,0,sigmoid,normal,,0.5450208706022659,0.564565891630573,187.57728338241577,13
237,0.2,128,50,3,False,0.2,sigmoid,glorot_normal,,0.544254195416986,0.5608221525318344,290.818913936615,13
238,0.2,128,50,3,False,0.2,sigmoid,uniform,,0.5373115256836188,0.5519717168118421,196.50078654289246,13
239,0.2,128,50,3,False,0.2,sigmoid,normal,,0.5368430019592811,0.5523849246748002,199.4071226119995,13
240,0.2,128,50,3,False,0.4,sigmoid,glorot_normal,,0.5327114745719398,0.5378497018357085,272.273996591568,13
241,0.2,128,50,3,False,0.4,sigmoid,uniform,,0.5351818723911748,0.5449510600590082,196.73543429374695,13
242,0.2,128,50,3,False,0.4,sigmoid,normal,,0.5353948377204192,0.5465070805107148,199.86334609985352,13
243,0.2,32,100,1,False,0,selu,glorot_normal,,0.4629440327114746,0.025860322832110105,283.2137939929962,13
244,0.2,32,100,1,False,0,selu,uniform,,0.4608143794190306,0.0,245.1567418575287,13
245,0.2,32,100,1,False,0,selu,normal,,0.4608143794190306,0.0,246.45569586753845,13
246,0.2,32,100,1,False,0.2,selu,glorot_normal,,0.4608143794190306,0.0,305.01205253601074,13
247,0.2,32,100,1,False,0.2,selu,uniform,,0.4608143794190306,0.0,273.0973958969116,13
248,0.2,32,100,1,False,0.2,selu,normal,,0.4608143794190306,0.0,272.40991854667664,13
249,0.2,32,100,1,False,0.4,selu,glorot_normal,,0.4619643921969504,0.027576128067219506,292.5301740169525,13
250,0.2,32,100,1,False,0.4,selu,uniform,,0.4608143794190306,0.0,271.4754202365875,13
251,0.2,32,100,1,False,0.4,selu,normal,,0.4608143794190306,0.0,269.91042828559875,13
252,0.2,32,100,2,False,0,selu,glorot_normal,,0.4608143794190306,0.0,511.9563739299774,13
253,0.2,32,100,2,False,0,selu,uniform,,0.4608143794190306,0.0,463.0891993045807,13
254,0.2,32,100,2,False,0,selu,normal,,0.4608143794190306,0.0,463.12368535995483,13
255,0.2,32,100,2,False,0.2,selu,glorot_normal,,0.4608143794190306,0.0,537.2148864269257,13
