iteration,test_split,batch,epoch,layer,dropout,activation,initializer,rmse,accuracy,f_score,time_train,lag
539,0.2,32,150,3,0.4,tanh,normal,,0.8659664818956855,0.8240628268777384,1440.0845818519592,13
540,0.2,32,150,1,0,sigmoid,zero,,0.6443612434762878,0.307612121269108,1041.4551575183868,13
541,0.2,32,150,1,0,sigmoid,uniform,,0.8546857272520991,0.8083822006523945,1105.8764204978943,13
542,0.2,32,150,1,0,sigmoid,normal,,0.855217349022659,0.8091325169900909,1065.5550105571747,13
543,0.2,32,150,1,0.2,sigmoid,zero,,0.8793575156407016,0.8427632804279066,1154.4398164749146,13
544,0.2,32,150,1,0.2,sigmoid,uniform,,0.88101721287562,0.8446572550631599,1092.94003367424,13
545,0.2,32,150,1,0.2,sigmoid,normal,,0.8801970890466464,0.8437371474988752,1164.4596090316772,13
546,0.2,32,150,1,0.4,sigmoid,zero,,0.8854063340789005,0.8506048032901109,1176.6661279201508,13
547,0.2,32,150,1,0.4,sigmoid,uniform,,0.8865117183701254,0.8521013403875493,1295.481097459793,13
548,0.2,32,150,1,0.4,sigmoid,normal,,0.8878310480080394,0.8535919439168997,1150.24067902565,13
549,0.2,32,150,2,0,sigmoid,zero,,0.6506369736458232,0.31600304454811706,1361.320573091507,13
550,0.2,32,150,2,0,sigmoid,uniform,,0.8545009562708678,0.8083737939880461,1234.7828540802002,13
551,0.2,32,150,2,0,sigmoid,normal,,0.8527699439203864,0.8066957873528526,1359.8431260585785,13
552,0.2,32,150,2,0.2,sigmoid,zero,,0.8822781937826185,0.845802446277831,1295.7674460411072,13
553,0.2,32,150,2,0.2,sigmoid,uniform,,0.8807643683749877,0.8438756959007233,1288.7845799922943,13
554,0.2,32,150,2,0.2,sigmoid,normal,,0.881720639242763,0.8453836684556465,1284.698559999466,13
555,0.2,32,150,2,0.4,sigmoid,zero,,0.8885830983176114,0.8537272022831013,1359.5531072616577,13
556,0.2,32,150,2,0.4,sigmoid,uniform,,0.8877597328924763,0.8523753562462549,1333.396995306015,13
557,0.2,32,150,2,0.4,sigmoid,normal,,0.8872119031411067,0.8520660870119051,1389.2997636795044,13
558,0.2,32,150,3,0,sigmoid,zero,,0.6311647055009886,0.28091493422526065,1425.7253127098083,13
559,0.2,32,150,3,0,sigmoid,uniform,,0.8477000875230962,0.7998865603491511,1477.32364487648,13
560,0.2,32,150,3,0,sigmoid,normal,,0.8500923854906156,0.8030320297278826,1574.7213921546936,13
561,0.2,32,150,3,0.2,sigmoid,zero,,0.8782845473110961,0.8408643627853344,1555.910793542862,13
562,0.2,32,150,3,0.2,sigmoid,uniform,,0.8768290706343805,0.8390124037617007,1608.0324018001556,13
563,0.2,32,150,3,0.2,sigmoid,normal,,0.8763006904599824,0.8380940046292985,1663.7028710842133,13
564,0.2,32,150,3,0.4,sigmoid,zero,,0.8838211935557069,0.8475888121112642,1515.4568634033203,13
565,0.2,32,150,3,0.4,sigmoid,uniform,,0.8848617459236928,0.8490965354420945,1410.4015312194824,13
566,0.2,32,150,3,0.4,sigmoid,normal,,0.8848682291160167,0.8492064194465307,1425.2842626571655,13
567,0.2,64,150,1,0,selu,zero,,0.6117507860870692,0.23566009611647457,660.935296535492,13
568,0.2,64,150,1,0,selu,uniform,,0.5811144607604785,0.008967714539901125,655.2496416568756,13
569,0.2,64,150,1,0,selu,normal,,0.58101721287562,0.006821698350476154,670.2366878986359,13
570,0.2,64,150,1,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,668.2435009479523,13
571,0.2,64,150,1,0.2,selu,uniform,,0.5803332360854485,0.0,687.2796277999878,13
572,0.2,64,150,1,0.2,selu,normal,,0.5803332360854485,0.0,709.3743896484375,13
573,0.2,64,150,1,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,680.213948726654,13
574,0.2,64,150,1,0.4,selu,uniform,,0.5803332360854485,0.0,704.0101182460785,13
575,0.2,64,150,1,0.4,selu,normal,,0.5803332360854485,0.0,698.30761885643,13
576,0.2,64,150,2,0,selu,zero,,0.6117507860870692,0.23566009611647457,819.7348399162292,13
577,0.2,64,150,2,0,selu,uniform,,0.5803332360854485,0.0,811.8350524902344,13
578,0.2,64,150,2,0,selu,normal,,0.5803332360854485,0.0,830.8372919559479,13
579,0.2,64,150,2,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,858.9342622756958,13
580,0.2,64,150,2,0.2,selu,uniform,,0.5803332360854485,0.0,877.1900913715363,13
581,0.2,64,150,2,0.2,selu,normal,,0.5803332360854485,0.0,898.3885495662689,13
582,0.2,64,150,2,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,875.9003736972809,13
583,0.2,64,150,2,0.4,selu,uniform,,0.5803332360854485,0.0,886.0745782852173,13
584,0.2,64,150,2,0.4,selu,normal,,0.5803332360854485,0.0,889.8399980068207,13
585,0.2,64,150,3,0,selu,zero,,0.6117507860870692,0.23566009611647457,860.6950187683105,13
586,0.2,64,150,3,0,selu,uniform,,0.5803332360854485,0.0,816.232718706131,13
587,0.2,64,150,3,0,selu,normal,,0.5803332360854485,0.0,830.5120210647583,13
588,0.2,64,150,3,0.2,selu,zero,,0.6117507860870692,0.23566009611647457,987.6008772850037,13
589,0.2,64,150,3,0.2,selu,uniform,,0.5803332360854485,0.0,1034.560733795166,13
590,0.2,64,150,3,0.2,selu,normal,,0.5803332360854485,0.0,1029.9597680568695,13
591,0.2,64,150,3,0.4,selu,zero,,0.6117507860870692,0.23566009611647457,1044.4986732006073,13
592,0.2,64,150,3,0.4,selu,uniform,,0.5803332360854485,0.0,1040.9045219421387,13
593,0.2,64,150,3,0.4,selu,normal,,0.5803332360854485,0.0,1152.3791046142578,13
594,0.2,64,150,1,0,tanh,zero,,0.6117507860870692,0.23566009611647457,756.1458449363708,13
595,0.2,64,150,1,0,tanh,uniform,,0.8091931667152907,0.7456283378416538,772.0914783477783,13
596,0.2,64,150,1,0,tanh,normal,,0.7987163279198678,0.7302019399590032,875.4158136844635,13
597,0.2,64,150,1,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,812.465455532074,13
598,0.2,64,150,1,0.2,tanh,uniform,,0.8479464488314047,0.7984271593081288,937.1182458400726,13
599,0.2,64,150,1,0.2,tanh,normal,,0.8462121948847614,0.7959497350005111,714.6833384037018,13
600,0.2,64,150,1,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,724.9480941295624,13
601,0.2,64,150,1,0.4,tanh,uniform,,0.8566793088916983,0.8106492280497728,737.0177929401398,13
602,0.2,64,150,1,0.4,tanh,normal,,0.8529774060747511,0.8055814176001885,696.1749866008759,13
603,0.2,64,150,2,0,tanh,zero,,0.6117507860870692,0.23566009611647457,783.9120111465454,13
604,0.2,64,150,2,0,tanh,uniform,,0.8125125611851276,0.7493573106838766,868.5141968727112,13
605,0.2,64,150,2,0,tanh,normal,,0.7919900158838213,0.7206284336499112,760.7911715507507,13
606,0.2,64,150,2,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,947.2038328647614,13
607,0.2,64,150,2,0.2,tanh,uniform,,0.8445557392460047,0.7945706136375089,806.3630571365356,13
608,0.2,64,150,2,0.2,tanh,normal,,0.8356186586275081,0.7819011774306306,894.2222545146942,13
609,0.2,64,150,2,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,964.3451850414276,13
610,0.2,64,150,2,0.4,tanh,uniform,,0.8560796136017376,0.8100898600686831,994.4264357089996,13
611,0.2,64,150,2,0.4,tanh,normal,,0.8549742293105125,0.807240064885577,891.5604038238525,13
612,0.2,64,150,3,0,tanh,zero,,0.6117507860870692,0.23566009611647457,1173.116340637207,13
613,0.2,64,150,3,0,tanh,uniform,,0.8147460209407112,0.7532743809282233,937.5520977973938,13
614,0.2,64,150,3,0,tanh,normal,,0.7994424454601445,0.7317455605707013,1100.5736904144287,13
615,0.2,64,150,3,0.2,tanh,zero,,0.6117507860870692,0.23566009611647457,983.7402985095978,13
616,0.2,64,150,3,0.2,tanh,uniform,,0.8407565885441991,0.7900391580253465,920.3859837055206,13
617,0.2,64,150,3,0.2,tanh,normal,,0.8340724172582578,0.7807275183310637,963.1433906555176,13
618,0.2,64,150,3,0.4,tanh,zero,,0.6117507860870692,0.23566009611647457,1016.3048508167267,13
619,0.2,64,150,3,0.4,tanh,uniform,,0.8526953872086616,0.8053882606072337,1062.517668247223,13
620,0.2,64,150,3,0.4,tanh,normal,,0.8484553794288308,0.7988743241484857,1004.2394280433655,13
621,0.2,64,150,1,0,sigmoid,zero,,0.6446140879769199,0.31107275211402646,812.4265615940094,13
622,0.2,64,150,1,0,sigmoid,uniform,,0.8538785698077733,0.8079660664125511,786.9075882434845,13
623,0.2,64,150,1,0,sigmoid,normal,,0.852996855651723,0.8064469861061789,811.0537750720978,13
624,0.2,64,150,1,0.2,sigmoid,zero,,0.878213232195533,0.8412716033681532,844.3940954208374,13
625,0.2,64,150,1,0.2,sigmoid,uniform,,0.8787189211967973,0.8415425850965496,976.5905222892761,13
626,0.2,64,150,1,0.2,sigmoid,normal,,0.8778923141755002,0.8402777579341029,805.1798052787781,13
627,0.2,64,150,1,0.4,sigmoid,zero,,0.8837109792862005,0.8480717645899887,917.5163896083832,13
628,0.2,64,150,1,0.4,sigmoid,uniform,,0.8848033971927778,0.8494169842314673,857.5114426612854,13
629,0.2,64,150,1,0.4,sigmoid,normal,,0.8850821744627054,0.8498981099150162,1001.6314513683319,13
630,0.2,64,150,2,0,sigmoid,zero,,0.647862167331194,0.3118324286724065,917.4086565971375,13
631,0.2,64,150,2,0,sigmoid,uniform,,0.8515867613212746,0.8047911286140421,765.4681713581085,13
632,0.2,64,150,2,0,sigmoid,normal,,0.8492301209115368,0.8016404014116344,774.9488055706024,13
633,0.2,64,150,2,0.2,sigmoid,zero,,0.8773509676164544,0.8390904591160961,868.8413436412811,13
634,0.2,64,150,2,0.2,sigmoid,uniform,,0.8762715160945248,0.8377936098779164,924.9758403301239,13
635,0.2,64,150,2,0.2,sigmoid,normal,,0.8775195306168755,0.8397923576844429,872.6872534751892,13
636,0.2,64,150,2,0.4,sigmoid,zero,,0.8842263930759505,0.8477994578778437,950.6253397464752,13
637,0.2,64,150,2,0.4,sigmoid,uniform,,0.8842101850951408,0.8479494775872511,1006.2232286930084,13
638,0.2,64,150,2,0.4,sigmoid,normal,,0.8848390547505591,0.8488360612848972,881.6162385940552,13
639,0.2,64,150,3,0,sigmoid,zero,,0.628227819378262,0.282642179779203,1051.2706093788147,13
640,0.2,64,150,3,0,sigmoid,uniform,,0.8403124898700121,0.7893069628342207,1041.6600742340088,13
641,0.2,64,150,3,0,sigmoid,normal,,0.8387111413660087,0.7870710896987926,1023.9694175720215,13
642,0.2,64,150,3,0.2,sigmoid,zero,,0.8718953612758923,0.8324551330937368,1158.4584527015686,13
643,0.2,64,150,3,0.2,sigmoid,uniform,,0.867814191707997,0.8271249552192186,917.5605669021606,13
644,0.2,64,150,3,0.2,sigmoid,normal,,0.8709455736004409,0.8307444279360493,921.0462009906769,13
645,0.2,64,150,3,0.4,sigmoid,zero,,0.8785406334078901,0.840934572433162,946.3143637180328,13
646,0.2,64,150,3,0.4,sigmoid,uniform,,0.8762034425751242,0.838017345443226,1083.0904710292816,13
647,0.2,64,150,3,0.4,sigmoid,normal,,0.8785244254270802,0.8407413322192205,991.9492475986481,13
648,0.2,128,150,1,0,selu,zero,,0.6117572692793931,0.2356290251082755,480.4467041492462,13
649,0.2,128,150,1,0,selu,uniform,,0.58088430743298,0.008857845251844734,458.50215911865234,13
650,0.2,128,150,1,0,selu,normal,,0.581078803202697,0.008951293658699793,540.3769254684448,13
651,0.2,128,150,1,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,434.45496463775635,13
652,0.2,128,150,1,0.2,selu,uniform,,0.5803332360854485,0.0,587.8665888309479,13
653,0.2,128,150,1,0.2,selu,normal,,0.5803332360854485,0.0,620.9274299144745,13
654,0.2,128,150,1,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,425.7414197921753,13
655,0.2,128,150,1,0.4,selu,uniform,,0.5803332360854485,0.0,518.2625317573547,13
656,0.2,128,150,1,0.4,selu,normal,,0.5803332360854485,0.0,583.2917046546936,13
657,0.2,128,150,2,0,selu,zero,,0.6117572692793931,0.2356290251082755,534.2089140415192,13
658,0.2,128,150,2,0,selu,uniform,,0.5808292002982268,0.0028036893789056805,558.1768786907196,13
659,0.2,128,150,2,0,selu,normal,,0.5807384356056923,0.0031162556442485578,676.8867688179016,13
660,0.2,128,150,2,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,523.4046475887299,13
661,0.2,128,150,2,0.2,selu,uniform,,0.5803332360854485,0.0,529.2628853321075,13
662,0.2,128,150,2,0.2,selu,normal,,0.5803332360854485,0.0,472.009073972702,13
663,0.2,128,150,2,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,551.9847514629364,13
664,0.2,128,150,2,0.4,selu,uniform,,0.5803332360854485,0.0,518.5744233131409,13
665,0.2,128,150,2,0.4,selu,normal,,0.5803332360854485,0.0,476.5192732810974,13
666,0.2,128,150,3,0,selu,zero,,0.6117572692793931,0.2356290251082755,686.1605026721954,13
667,0.2,128,150,3,0,selu,uniform,,0.5803332360854485,0.0,562.1980304718018,13
668,0.2,128,150,3,0,selu,normal,,0.5803332360854485,0.0,553.0034070014954,13
669,0.2,128,150,3,0.2,selu,zero,,0.6117572692793931,0.2356290251082755,739.1916973590851,13
670,0.2,128,150,3,0.2,selu,uniform,,0.5803332360854485,0.0,591.2197761535645,13
671,0.2,128,150,3,0.2,selu,normal,,0.5803332360854485,0.0,702.4127018451691,13
672,0.2,128,150,3,0.4,selu,zero,,0.6117572692793931,0.2356290251082755,661.9649240970612,13
673,0.2,128,150,3,0.4,selu,uniform,,0.5803332360854485,0.0,742.8441660404205,13
674,0.2,128,150,3,0.4,selu,normal,,0.5803332360854485,0.0,583.8033258914948,13
675,0.2,128,150,1,0,tanh,zero,,0.6117572692793931,0.2356290251082755,536.3244652748108,13
676,0.2,128,150,1,0,tanh,uniform,,0.7961651917404129,0.7267748656726237,537.1981663703918,13
677,0.2,128,150,1,0,tanh,normal,,0.7871730039871631,0.7122831565149682,504.23570466041565,13
678,0.2,128,150,1,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,559.846782207489,13
679,0.2,128,150,1,0.2,tanh,uniform,,0.8343836104898052,0.7792453467097552,563.8795881271362,13
680,0.2,128,150,1,0.2,tanh,normal,,0.8302116762293753,0.7732813910959732,546.3984513282776,13
681,0.2,128,150,1,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,491.5912730693817,13
682,0.2,128,150,1,0.4,tanh,uniform,,0.8395345067911438,0.7861779164135468,452.7445192337036,13
683,0.2,128,150,1,0.4,tanh,normal,,0.8394631916755811,0.7858082682839215,473.8346495628357,13
684,0.2,128,150,2,0,tanh,zero,,0.6117572692793931,0.2356290251082755,481.8275821208954,13
685,0.2,128,150,2,0,tanh,uniform,,0.792259068365263,0.7213198593279027,458.8672995567322,13
686,0.2,128,150,2,0,tanh,normal,,0.7736555479918312,0.690764904441932,475.7741365432739,13
687,0.2,128,150,2,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,556.2367973327637,13
688,0.2,128,150,2,0.2,tanh,uniform,,0.8259651852572206,0.7671822287288587,489.4621195793152,13
689,0.2,128,150,2,0.2,tanh,normal,,0.8172323251969269,0.7550549944128245,508.93587255477905,13
690,0.2,128,150,2,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,543.8449914455414,13
691,0.2,128,150,2,0.4,tanh,uniform,,0.8349022658757171,0.7801057979386842,483.65804290771484,13
692,0.2,128,150,2,0.4,tanh,normal,,0.8296800544588157,0.7708876515371827,525.7841198444366,13
693,0.2,128,150,3,0,tanh,zero,,0.6117572692793931,0.2356290251082755,565.8436214923859,13
694,0.2,128,150,3,0,tanh,uniform,,0.7941910596777854,0.7213685914853107,558.9023406505585,13
695,0.2,128,150,3,0,tanh,normal,,0.7803462024700965,0.7030491473675513,554.4562020301819,13
696,0.2,128,150,3,0.2,tanh,zero,,0.6117572692793931,0.2356290251082755,636.4673991203308,13
697,0.2,128,150,3,0.2,tanh,uniform,,0.8085642970598723,0.7420711273154643,553.6823816299438,13
698,0.2,128,150,3,0.2,tanh,normal,,0.7985380401309605,0.7275890291052782,584.9148681163788,13
699,0.2,128,150,3,0.4,tanh,zero,,0.6117572692793931,0.2356290251082755,648.8351590633392,13
700,0.2,128,150,3,0.4,tanh,uniform,,0.8230607150961134,0.7611208236185449,593.1357402801514,13
701,0.2,128,150,3,0.4,tanh,normal,,0.8210249927064087,0.7594536441980672,598.6886837482452,13
702,0.2,128,150,1,0,sigmoid,zero,,0.6413238678725405,0.29574889145447025,453.6179084777832,13
703,0.2,128,150,1,0,sigmoid,uniform,,0.8498265746053357,0.802331625131413,461.6801550388336,13
704,0.2,128,150,1,0,sigmoid,normal,,0.8479432072352427,0.800029435819785,434.8054664134979,13
705,0.2,128,150,1,0.2,sigmoid,zero,,0.8767966546727608,0.8392893807568654,532.2667746543884,13
706,0.2,128,150,1,0.2,sigmoid,uniform,,0.8751564070148142,0.8368523908572877,471.9469976425171,13
707,0.2,128,150,1,0.2,sigmoid,normal,,0.8754870498233329,0.836798057167813,482.99188232421875,13
708,0.2,128,150,1,0.4,sigmoid,zero,,0.8812603325877664,0.8447953742672273,448.3509075641632,13
709,0.2,128,150,1,0.4,sigmoid,uniform,,0.8818049207429738,0.8452194945836718,536.7417831420898,13
710,0.2,128,150,1,0.4,sigmoid,normal,,0.8820934228013874,0.8456374647570636,495.53227853775024,13
711,0.2,128,150,2,0,sigmoid,zero,,0.6406885150247982,0.30132154072517714,588.2315928936005,13
712,0.2,128,150,2,0,sigmoid,uniform,,0.843625401147525,0.7947149266113113,533.1125597953796,13
713,0.2,128,150,2,0,sigmoid,normal,,0.8416901682388407,0.7916925787654199,553.278148651123,13
714,0.2,128,150,2,0.2,sigmoid,zero,,0.8735420921261632,0.8341581043918761,593.5613918304443,13
715,0.2,128,150,2,0.2,sigmoid,uniform,,0.8724302246426142,0.832665678063348,500.6365592479706,13
716,0.2,128,150,2,0.2,sigmoid,normal,,0.8729910207786314,0.8331971548434817,581.8983693122864,13
717,0.2,128,150,2,0.4,sigmoid,zero,,0.8788615514279231,0.8405102469774227,558.8519518375397,13
718,0.2,128,150,2,0.4,sigmoid,uniform,,0.8801354987195695,0.8428551771711323,593.9747047424316,13
719,0.2,128,150,2,0.4,sigmoid,normal,,0.8804077927971733,0.8428362432718176,565.0590813159943,13
720,0.2,128,150,3,0,sigmoid,zero,,0.6144607604784597,0.2698897666059467,639.0923964977264,13
721,0.2,128,150,3,0,sigmoid,uniform,,0.8201919024927873,0.7608754400211774,528.5374932289124,13
722,0.2,128,150,3,0,sigmoid,normal,,0.8247204123310318,0.7680439844070138,568.8915703296661,13
723,0.2,128,150,3,0.2,sigmoid,zero,,0.8639502090829525,0.8214641520604051,668.8969039916992,13
724,0.2,128,150,3,0.2,sigmoid,uniform,,0.8606761969593827,0.817007184874735,651.8315567970276,13
725,0.2,128,150,3,0.2,sigmoid,normal,,0.8619144866932479,0.8186012239891846,642.0438933372498,13
726,0.2,128,150,3,0.4,sigmoid,zero,,0.8704820253492819,0.8307519796386956,696.6011786460876,13
727,0.2,128,150,3,0.4,sigmoid,uniform,,0.8693636746734092,0.8287995653116518,578.9467923641205,13
728,0.2,128,150,3,0.4,sigmoid,normal,,0.8729975039709553,0.8339721209698148,573.1907522678375,13
729,0.3,32,50,1,0,selu,zero,,0.6125768885202847,0.23489168290906573,537.8842256069183,13
730,0.3,32,50,1,0,selu,uniform,,0.6005533381712626,0.07753128145158221,493.0947437286377,13
731,0.3,32,50,1,0,selu,normal,,0.5881820616490427,0.038756805332082915,491.6768434047699,13
732,0.3,32,50,1,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,558.8489394187927,13
733,0.3,32,50,1,0.2,selu,uniform,,0.5864369514133665,0.024553299893868653,540.4041547775269,13
734,0.3,32,50,1,0.2,selu,normal,,0.6421076957633561,0.20151199744108877,508.7915177345276,13
735,0.3,32,50,1,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,556.4809091091156,13
736,0.3,32,50,1,0.4,selu,uniform,,0.5850417271407836,0.012616430786533267,536.841224193573,13
737,0.3,32,50,1,0.4,selu,normal,,0.6392978091091298,0.19503278913750405,482.59246706962585,13
738,0.3,32,50,2,0,selu,zero,,0.6125768885202847,0.23489168290906573,671.5635874271393,13
739,0.3,32,50,2,0,selu,uniform,,0.5830784781256478,0.0,612.8345012664795,13
740,0.3,32,50,2,0,selu,normal,,0.5834564413573846,0.0024934831858579166,624.4058239459991,13
741,0.3,32,50,2,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,703.7633345127106,13
742,0.3,32,50,2,0.2,selu,uniform,,0.5830784781256478,0.0,579.3009493350983,13
743,0.3,32,50,2,0.2,selu,normal,,0.5830784781256478,0.0,678.334798336029,13
744,0.3,32,50,2,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,680.1436018943787,13
745,0.3,32,50,2,0.4,selu,uniform,,0.5830784781256478,0.0,669.4236559867859,13
746,0.3,32,50,2,0.4,selu,normal,,0.5830784781256478,0.0,707.0491979122162,13
747,0.3,32,50,3,0,selu,zero,,0.6125768885202847,0.23489168290906573,669.3597259521484,13
748,0.3,32,50,3,0,selu,uniform,,0.5830784781256478,0.0,683.6475055217743,13
749,0.3,32,50,3,0,selu,normal,,0.5830784781256478,0.0,716.9106166362762,13
750,0.3,32,50,3,0.2,selu,zero,,0.6125768885202847,0.23489168290906573,788.5271909236908,13
751,0.3,32,50,3,0.2,selu,uniform,,0.5830784781256478,0.0,674.1757082939148,13
752,0.3,32,50,3,0.2,selu,normal,,0.5830784781256478,0.0,869.5378196239471,13
753,0.3,32,50,3,0.4,selu,zero,,0.6125768885202847,0.23489168290906573,823.8538730144501,13
754,0.3,32,50,3,0.4,selu,uniform,,0.5830784781256478,0.0,821.9748394489288,13
755,0.3,32,50,3,0.4,selu,normal,,0.5830784781256478,0.0,861.4510939121246,13
756,0.3,32,50,1,0,tanh,zero,,0.6125768885202847,0.23489168290906573,550.657155752182,13
757,0.3,32,50,1,0,tanh,uniform,,0.8158455145483448,0.7540681768496519,601.7858281135559,13
758,0.3,32,50,1,0,tanh,normal,,0.8127915716359111,0.7492184525171821,552.5163679122925,13
759,0.3,32,50,1,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,711.4542226791382,13
760,0.3,32,50,1,0.2,tanh,uniform,,0.8502293696869169,0.8012976812165571,661.8816800117493,13
761,0.3,32,50,1,0.2,tanh,normal,,0.8488190268850644,0.7986087985705331,663.4527895450592,13
762,0.3,32,50,1,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,580.0684447288513,13
763,0.3,32,50,1,0.4,tanh,uniform,,0.8567411362222682,0.8092353337967294,597.4988806247711,13
764,0.3,32,50,1,0.4,tanh,normal,,0.8538750950307553,0.8049550807212026,595.4652919769287,13
765,0.3,32,50,2,0,tanh,zero,,0.6125768885202847,0.23489168290906573,656.904825925827,13
766,0.3,32,50,2,0,tanh,uniform,,0.8202558055152396,0.761228010297163,624.6396179199219,13
767,0.3,32,50,2,0,tanh,normal,,0.8045714112931093,0.7377179100964718,653.4662494659424,13
768,0.3,32,50,2,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,634.184166431427,13
769,0.3,32,50,2,0.2,tanh,uniform,,0.848248842352616,0.7985169680846615,574.4864838123322,13
770,0.3,32,50,2,0.2,tanh,normal,,0.8450761109959222,0.7936264085085715,591.4302296638489,13
771,0.3,32,50,2,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,579.444943189621,13
772,0.3,32,50,2,0.4,tanh,uniform,,0.8520522323588363,0.8027444365470416,577.7625050544739,13
773,0.3,32,50,2,0.4,tanh,normal,,0.8503827147695073,0.8008652206040822,583.180891752243,13
774,0.3,32,50,3,0,tanh,zero,,0.6125768885202847,0.23489168290906573,640.2112364768982,13
775,0.3,32,50,3,0,tanh,uniform,,0.8157051282051283,0.7538131629628108,605.4806916713715,13
776,0.3,32,50,3,0,tanh,normal,,0.8078305342456286,0.7425129148924337,616.8034889698029,13
777,0.3,32,50,3,0.2,tanh,zero,,0.6125768885202847,0.23489168290906573,665.1664590835571,13
778,0.3,32,50,3,0.2,tanh,uniform,,0.8417910705646554,0.7901432738181927,692.6692054271698,13
779,0.3,32,50,3,0.2,tanh,normal,,0.8374974082521253,0.7834945023870168,685.0441672801971,13
780,0.3,32,50,3,0.4,tanh,zero,,0.6125768885202847,0.23489168290906573,728.3766105175018,13
781,0.3,32,50,3,0.4,tanh,uniform,,0.8460804132973945,0.794671048380434,716.0753214359283,13
782,0.3,32,50,3,0.4,tanh,normal,,0.844773740410533,0.7917534390082857,619.7925577163696,13
783,0.3,32,50,1,0,sigmoid,zero,,0.6509952311839103,0.3063855507910241,546.6402885913849,13
784,0.3,32,50,1,0,sigmoid,uniform,,0.8648511472803927,0.8224951352858482,506.4823114871979,13
785,0.3,32,50,1,0,sigmoid,normal,,0.8630304443983688,0.8199607847152969,516.3016052246094,13
786,0.3,32,50,1,0.2,sigmoid,zero,,0.8770474808210659,0.8386564205749292,604.5975890159607,13
787,0.3,32,50,1,0.2,sigmoid,uniform,,0.8792569458843044,0.8412523720022985,509.9117045402527,13
788,0.3,32,50,1,0.2,sigmoid,normal,,0.8793562962195037,0.8411773875495738,573.7930448055267,13
789,0.3,32,50,1,0.4,sigmoid,zero,,0.8827860425737784,0.8460237238831656,565.2220902442932,13
790,0.3,32,50,1,0.4,sigmoid,uniform,,0.8836132421038082,0.8469013617788418,577.640392780304,13
791,0.3,32,50,1,0.4,sigmoid,normal,,0.8835052526090263,0.8467143674770617,566.5820398330688,13
792,0.3,32,50,2,0,sigmoid,zero,,0.6497749498928743,0.30652289830222834,577.4629793167114,13
793,0.3,32,50,2,0,sigmoid,uniform,,0.8563977296288618,0.8110195362759386,624.5547075271606,13
794,0.3,32,50,2,0,sigmoid,normal,,0.8554279839657198,0.8096965806874552,604.2350342273712,13
795,0.3,32,50,2,0.2,sigmoid,zero,,0.8755464268435966,0.8359356301839931,752.8725554943085,13
796,0.3,32,50,2,0.2,sigmoid,uniform,,0.875172783191651,0.8355500767205948,688.4112989902496,13
797,0.3,32,50,2,0.2,sigmoid,normal,,0.8761511680143758,0.8370540586318358,699.6667103767395,13
798,0.3,32,50,2,0.4,sigmoid,zero,,0.8797428986108231,0.8412528312390471,590.8898861408234,13
799,0.3,32,50,2,0.4,sigmoid,uniform,,0.8805506600317922,0.8423175395151975,695.2979431152344,13
800,0.3,32,50,2,0.4,sigmoid,normal,,0.8813346637639091,0.8432620558585884,634.3008332252502,13
801,0.3,32,50,3,0,sigmoid,zero,,0.6346434618840279,0.2788512796252251,759.726550579071,13
802,0.3,32,50,3,0,sigmoid,uniform,,0.8432986039118114,0.792826722453011,701.5988664627075,13
803,0.3,32,50,3,0,sigmoid,normal,,0.8444908079342041,0.7944346447901596,671.0334079265594,13
804,0.3,32,50,3,0.2,sigmoid,zero,,0.8649850542539222,0.8220965076958471,774.667813539505,13
805,0.3,32,50,3,0.2,sigmoid,uniform,,0.8655012440389797,0.8226357439040004,722.1497104167938,13
806,0.3,32,50,3,0.2,sigmoid,normal,,0.8663219641993228,0.8237073403771937,789.5639450550079,13
807,0.3,32,50,3,0.4,sigmoid,zero,,0.856222786647315,0.8039848540911626,781.3604989051819,13
808,0.3,32,50,3,0.4,sigmoid,uniform,,0.8657971352546824,0.8224356547508903,720.490757226944,13
809,0.3,32,50,3,0.4,sigmoid,normal,,0.8687625267813947,0.8277862431504971,664.2014260292053,13
